0 0 0
0 0.0312805 0
0 0.0625611 0
0 0.0938416 0
0 0.125122 0
0 0.156403 0
0 0.187683 0
0 0.218964 0
0 0.250244 0
0 0.281525 0
0 0.312805 0
0 0.344086 0
0 0.375367 0
0 0.406647 0
0 0.437928 0
0 0.469208 0
0 0.500489 0
0 0.531769 0
0 0.56305 0
0 0.59433 0
0 0.625611 0
0 0.656891 0
0 0.688172 0
0 0.719453 0
0 0.750733 0
0 0.782014 0
0 0.813294 0
0 0.844575 0
0 0.875855 0
0 0.907136 0
0 0.938416 0
0 0.969697 0
0.0312805 0 0
0.0312805 0.0312805 0.00297208
0.0312805 0.0625611 0.00591548
0.0312805 0.0938416 0.0088018
0.0312805 0.125122 0.0116032
0.0312805 0.156403 0.0142926
0.0312805 0.187683 0.0168441
0.0312805 0.218964 0.0192331
0.0312805 0.250244 0.0214365
0.0312805 0.281525 0.023433
0.0312805 0.312805 0.0252034
0.0312805 0.344086 0.0267307
0.0312805 0.375367 0.028
0.0312805 0.406647 0.0289991
0.0312805 0.437928 0.0297184
0.0312805 0.469208 0.0301509
0.0312805 0.500489 0.0302925
0.0312805 0.531769 0.0301418
0.0312805 0.56305 0.0297002
0.0312805 0.59433 0.028972
0.0312805 0.625611 0.0279643
0.0312805 0.656891 0.0266868
0.0312805 0.688172 0.0251517
0.0312805 0.719453 0.0233739
0.0312805 0.750733 0.0213706
0.0312805 0.782014 0.0191611
0.0312805 0.813294 0.0167667
0.0312805 0.844575 0.0142105
0.0312805 0.875855 0.0115172
0.0312805 0.907136 0.00871274
0.0312805 0.938416 0.00582421
0.0312805 0.969697 0.00287949
0.0625611 0 0
0.0625611 0.0312805 0.0057522
0.0625611 0.0625611 0.0114489
0.0625611 0.0938416 0.0170351
0.0625611 0.125122 0.022457
0.0625611 0.156403 0.0276621
0.0625611 0.187683 0.0326003
0.0625611 0.218964 0.037224
0.0625611 0.250244 0.0414884
0.0625611 0.281525 0.0453526
0.0625611 0.312805 0.0487791
0.0625611 0.344086 0.0517349
0.0625611 0.375367 0.0541915
0.0625611 0.406647 0.0561252
0.0625611 0.437928 0.0575173
0.0625611 0.469208 0.0583544
0.0625611 0.500489 0.0586284
0.0625611 0.531769 0.0583367
0.0625611 0.56305 0.0574821
0.0625611 0.59433 0.0560729
0.0625611 0.625611 0.0541225
0.0625611 0.656891 0.0516499
0.0625611 0.688172 0.0486789
0.0625611 0.719453 0.0452382
0.0625611 0.750733 0.041361
0.0625611 0.782014 0.0370847
0.0625611 0.813294 0.0324505
0.0625611 0.844575 0.0275032
0.0625611 0.875855 0.0222905
0.0625611 0.907136 0.0168628
0.0625611 0.938416 0.0112723
0.0625611 0.969697 0.00557299
0.0938416 0 0
0.0938416 0.0312805 0.00834038
0.0938416 0.0625611 0.0166003
0.0938416 0.0938416 0.0247
0.0938416 0.125122 0.0325614
0.0938416 0.156403 0.0401085
0.0938416 0.187683 0.0472687
0.0938416 0.218964 0.0539728
0.0938416 0.250244 0.060156
0.0938416 0.281525 0.0657588
0.0938416 0.312805 0.070727
0.0938416 0.344086 0.0750128
0.0938416 0.375367 0.0785747
0.0938416 0.406647 0.0813785
0.0938416 0.437928 0.083397
0.0938416 0.469208 0.0846108
0.0938416 0.500489 0.0850081
0.0938416 0.531769 0.0845851
0.0938416 0.56305 0.083346
0.0938416 0.59433 0.0813026
0.0938416 0.625611 0.0784747
0.0938416 0.656891 0.0748896
0.0938416 0.688172 0.0705819
0.0938416 0.719453 0.065593
0.0938416 0.750733 0.0599713
0.0938416 0.782014 0.0537708
0.0938416 0.813294 0.0470515
0.0938416 0.844575 0.0398782
0.0938416 0.875855 0.0323201
0.0938416 0.907136 0.0244501
0.0938416 0.938416 0.0163442
0.0938416 0.969697 0.00808054
0.125122 0 0
0.125122 0.0312805 0.0107366
0.125122 0.0625611 0.0213696
0.125122 0.0938416 0.0317964
0.125122 0.125122 0.0419164
0.125122 0.156403 0.051632
0.125122 0.187683 0.0608493
0.125122 0.218964 0.0694794
0.125122 0.250244 0.0774392
0.125122 0.281525 0.0846517
0.125122 0.312805 0.0910473
0.125122 0.344086 0.0965644
0.125122 0.375367 0.10115
0.125122 0.406647 0.104759
0.125122 0.437928 0.107357
0.125122 0.469208 0.10892
0.125122 0.500489 0.109431
0.125122 0.531769 0.108887
0.125122 0.56305 0.107292
0.125122 0.59433 0.104661
0.125122 0.625611 0.101021
0.125122 0.656891 0.0964058
0.125122 0.688172 0.0908604
0.125122 0.719453 0.0844383
